EnglishProductName,Color,EnglishDescription,ListPrice
"Road-550-W Yellow, 38",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1000.4375
"Road-550-W Yellow, 38",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1120.49
"Road-550-W Yellow, 40",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1000.4375
"Road-550-W Yellow, 40",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1120.49
"Road-550-W Yellow, 42",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1000.4375
"Road-550-W Yellow, 42",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1120.49
"Road-550-W Yellow, 44",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1000.4375
"Road-550-W Yellow, 44",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1120.49
"Road-550-W Yellow, 48",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1000.4375
"Road-550-W Yellow, 48",Yellow,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1120.49
LL Fork,NA,Stout design absorbs shock and offers more precise steering.,148.22
ML Fork,NA,Composite road fork with an aluminum steerer tube.,175.49
HL Fork,NA,High-performance carbon road fork with curved legs.,229.49
LL Headset,NA,Threadless headset provides quality at an economical price.,34.2
ML Headset,NA,Sealed cartridge keeps dirt out.,102.29
HL Headset,NA,"High-quality 1"" threadless headset with a grease port for quick lubrication.",124.73
LL Mountain Handlebars,NA,All-purpose bar for on or off-road.,40.4909
LL Mountain Handlebars,NA,All-purpose bar for on or off-road.,44.54
ML Mountain Handlebars,NA,Tough aluminum alloy bars for downhill.,56.2909
ML Mountain Handlebars,NA,Tough aluminum alloy bars for downhill.,61.92
HL Mountain Handlebars,NA,Flat bar strong enough for the pro circuit.,109.3364
HL Mountain Handlebars,NA,Flat bar strong enough for the pro circuit.,120.27
LL Road Handlebars,NA,Unique shape provides easier reach to the levers.,40.4909
LL Road Handlebars,NA,Unique shape provides easier reach to the levers.,44.54
ML Road Handlebars,NA,Anatomically shaped aluminum tube bar will suit all riders.,56.2909
ML Road Handlebars,NA,Anatomically shaped aluminum tube bar will suit all riders.,61.92
HL Road Handlebars,NA,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,109.3364
HL Road Handlebars,NA,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,120.27
"ML Mountain Frame - Black, 38",Black,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,348.76
LL Mountain Front Wheel,Black,Replacement mountain wheel for entry-level rider.,60.745
ML Mountain Front Wheel,Black,Replacement mountain wheel for the casual to serious rider.,209.025
HL Mountain Front Wheel,Black,High-performance mountain replacement wheel.,300.215
LL Road Front Wheel,Black,Replacement road front wheel for entry-level cyclist.,85.565
ML Road Front Wheel,Black,Sturdy alloy features a quick-release hub.,248.385
HL Road Front Wheel,Black,Strong wheel with double-walled rim.,330.06
Touring Front Wheel,Black,Aerodynamic rims for smooth riding.,218.01
"ML Road Frame-W - Yellow, 38",Yellow,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",540.7545
"ML Road Frame-W - Yellow, 38",Yellow,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",594.83
LL Mountain Rear Wheel,Black,Replacement mountain wheel for entry-level rider.,87.745
ML Mountain Rear Wheel,Black,Replacement mountain wheel for the casual to serious rider.,236.025
HL Mountain Rear Wheel,Black,High-performance mountain replacement wheel.,327.215
LL Road Rear Wheel,Black,Replacement road rear wheel for entry-level cyclist.,112.565
ML Road Rear Wheel,Black,Aluminum alloy rim with stainless steel spokes; built for speed.,275.385
HL Road Rear Wheel,Black,Strong rear wheel with double-walled rim.,357.06
Touring Rear Wheel,Black,Excellent aerodynamic rims guarantee a smooth ride.,245.01
"ML Mountain Frame - Black, 40",Black,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,348.76
"ML Mountain Frame - Black, 44",Black,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,348.76
"ML Mountain Frame - Black, 48",Black,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,348.76
"ML Road Frame-W - Yellow, 40",Yellow,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",540.7545
"ML Road Frame-W - Yellow, 40",Yellow,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",594.83
"ML Road Frame-W - Yellow, 42",Yellow,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",540.7545
"ML Road Frame-W - Yellow, 42",Yellow,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",594.83
"ML Road Frame-W - Yellow, 44",Yellow,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",540.7545
"ML Road Frame-W - Yellow, 44",Yellow,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",594.83
"ML Road Frame-W - Yellow, 48",Yellow,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",540.7545
"ML Road Frame-W - Yellow, 48",Yellow,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",594.83
"HL Road Frame - Black, 62",Black,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1301.3636
"HL Road Frame - Black, 62",Black,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1431.5
"HL Road Frame - Black, 44",Black,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1301.3636
"HL Road Frame - Black, 44",Black,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1431.5
"HL Road Frame - Black, 48",Black,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1301.3636
"HL Road Frame - Black, 48",Black,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1431.5
"HL Road Frame - Black, 52",Black,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1301.3636
"HL Road Frame - Black, 52",Black,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1431.5
"Men's Sports Shorts, S",Black,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,59.99
"Touring-Panniers, Large",Grey,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",125
Cable Lock,NA,"Wraps to fit front and rear tires, carrier and 2 keys included.",25
Minipump,NA,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,19.99
Mountain Pump,NA,Simple and light-weight. Emergency patches stored in handle.,24.99
Taillights - Battery-Powered,NA,Affordable light for safe night riding - uses 3 AAA batteries,13.99
Headlights - Dual-Beam,NA,Rechargeable dual-beam headlight.,34.99
Headlights - Weatherproof,NA,Rugged weatherproof headlight.,44.99
"Men's Sports Shorts, M",Black,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,59.99
"Men's Sports Shorts, L",Black,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,59.99
"Men's Sports Shorts, XL",Black,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,59.99
"Women's Tights, S",Black,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,74.99
"Women's Tights, M",Black,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,74.99
"Women's Tights, L",Black,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,74.99
"Men's Bib-Shorts, S",Multi,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",89.99
"Men's Bib-Shorts, M",Multi,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",89.99
"Men's Bib-Shorts, L",Multi,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",89.99
"Half-Finger Gloves, S",Black,"Full padding, improved finger flex, durable palm, adjustable closure.",23.5481
"Half-Finger Gloves, S",Black,"Full padding, improved finger flex, durable palm, adjustable closure.",24.49
"Half-Finger Gloves, M",Black,"Full padding, improved finger flex, durable palm, adjustable closure.",23.5481
"Half-Finger Gloves, M",Black,"Full padding, improved finger flex, durable palm, adjustable closure.",24.49
"Half-Finger Gloves, L",Black,"Full padding, improved finger flex, durable palm, adjustable closure.",23.5481
"Half-Finger Gloves, L",Black,"Full padding, improved finger flex, durable palm, adjustable closure.",24.49
"Full-Finger Gloves, S",Black,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",37.99
"Full-Finger Gloves, M",Black,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",37.99
"Full-Finger Gloves, L",Black,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",37.99
"Classic Vest, S",Blue,"Light-weight, wind-resistant, packs to fit into a pocket.",63.5
"Classic Vest, M",Blue,"Light-weight, wind-resistant, packs to fit into a pocket.",63.5
"Classic Vest, L",Blue,"Light-weight, wind-resistant, packs to fit into a pocket.",63.5
"Women's Mountain Shorts, S",Black,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",69.99
"Women's Mountain Shorts, M",Black,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",69.99
"Women's Mountain Shorts, L",Black,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",69.99
Water Bottle - 30 oz.,NA,AWC logo water bottle - holds 30 oz; leak-proof.,4.99
Mountain Bottle Cage,NA,Tough aluminum cage holds bottle securly on tough terrain.,9.99
Road Bottle Cage,NA,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,8.99
Patch Kit/8 Patches,NA,"Includes 8 different size patches, glue and sandpaper.",2.29
"Racing Socks, M",White,"Thin, lightweight and durable with cuffs that stay up.",8.99
"Racing Socks, L",White,"Thin, lightweight and durable with cuffs that stay up.",8.99
Hitch Rack - 4-Bike,NA,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",120
Bike Wash - Dissolver,NA,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",7.95
Fender Set - Mountain,NA,Clip-on fenders fit most mountain bikes.,21.98
All-Purpose Bike Stand,NA,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,159
Hydration Pack - 70 oz.,Silver,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",54.99
"Short-Sleeve Classic Jersey, S",Yellow,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",53.99
"Short-Sleeve Classic Jersey, M",Yellow,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",53.99
"Short-Sleeve Classic Jersey, L",Yellow,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",53.99
"Short-Sleeve Classic Jersey, XL",Yellow,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",53.99
"HL Touring Frame - Yellow, 60",Yellow,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,1003.91
"LL Touring Frame - Yellow, 62",Yellow,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,333.42
"HL Touring Frame - Yellow, 46",Yellow,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,1003.91
"HL Touring Frame - Yellow, 50",Yellow,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,1003.91
"HL Touring Frame - Yellow, 54",Yellow,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,1003.91
"HL Touring Frame - Blue, 46",Blue,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,1003.91
"HL Touring Frame - Blue, 50",Blue,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,1003.91
"HL Touring Frame - Blue, 54",Blue,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,1003.91
"HL Touring Frame - Blue, 60",Blue,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,1003.91
Rear Derailleur,Silver,Wide-link design.,121.46
"LL Touring Frame - Blue, 50",Blue,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,333.42
"LL Touring Frame - Blue, 54",Blue,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,333.42
"LL Touring Frame - Blue, 58",Blue,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,333.42
"LL Touring Frame - Blue, 62",Blue,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,333.42
"LL Touring Frame - Yellow, 44",Yellow,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,333.42
"LL Touring Frame - Yellow, 50",Yellow,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,333.42
"LL Touring Frame - Yellow, 54",Yellow,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,333.42
"LL Touring Frame - Yellow, 58",Yellow,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,333.42
"LL Touring Frame - Blue, 44",Blue,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,333.42
"ML Mountain Frame-W - Silver, 40",Silver,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,364.09
"ML Mountain Frame-W - Silver, 42",Silver,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,364.09
"ML Mountain Frame-W - Silver, 46",Silver,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,364.09
Rear Brakes,Silver,NULL,106.5
LL Mountain Seat/Saddle,NA,Synthetic leather. Features gel for increased comfort.,27.12
ML Mountain Seat/Saddle,NA,Designed to absorb shock.,39.14
HL Mountain Seat/Saddle,NA,Anatomic design for a full-day of riding in comfort. Durable leather.,52.64
LL Road Seat/Saddle,NA,Lightweight foam-padded saddle.,27.12
ML Road Seat/Saddle,NA,Rubber bumpers absorb bumps.,39.14
HL Road Seat/Saddle,NA,Lightweight kevlar racing saddle. Leather.,52.64
LL Touring Seat/Saddle,NA,"Comfortable, ergonomically shaped gel saddle.",27.12
ML Touring Seat/Saddle,NA,New design relieves pressure for long rides.,39.14
HL Touring Seat/Saddle,NA,Cut-out shell for a more comfortable ride.,52.64
"LL Mountain Frame - Silver, 42",Silver,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",264.05
"LL Mountain Frame - Silver, 44",Silver,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",264.05
"LL Mountain Frame - Silver, 48",Silver,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",264.05
"LL Mountain Frame - Silver, 52",Silver,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",264.05
Mountain Tire Tube,NA,Self-sealing tube.,4.99
Road Tire Tube,NA,Conventional all-purpose tube.,3.99
Touring Tire Tube,NA,General purpose tube.,4.99
"LL Mountain Frame - Black, 42",Black,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",249.79
"LL Mountain Frame - Black, 44",Black,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",249.79
"LL Mountain Frame - Black, 48",Black,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",249.79
"LL Mountain Frame - Black, 52",Black,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",249.79
LL Mountain Tire,NA,"Comparible traction, less expensive wire bead casing.",24.99
ML Mountain Tire,NA,"Great traction, high-density rubber.",29.99
HL Mountain Tire,NA,"Incredible traction, lightweight carbon reinforced.",35
LL Road Tire,NA,Same great treads as more expensive tire with a less expensive wire bead casing.,21.49
ML Road Tire,NA,Higher density rubber.,24.99
HL Road Tire,NA,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,32.6
Touring Tire,NA,High-density rubber.,28.99
LL Mountain Pedal,Silver/Black,Expanded platform so you can ride in any shoes; great for all-around riding.,40.49
ML Mountain Pedal,Silver/Black,"Lightweight, durable, clipless pedal with adjustable tension.",62.09
HL Mountain Pedal,Silver/Black,Stainless steel; designed to shed mud easily.,80.99
LL Road Pedal,Silver/Black,Clipless pedals - aluminum.,40.49
ML Road Pedal,Silver/Black,Lightweight aluminum alloy construction.,62.09
HL Road Pedal,Silver/Black,Top-of-the-line clipless pedals with adjustable tension.,80.99
Touring Pedal,Silver/Black,A stable pedal for all-day riding.,80.99
"ML Mountain Frame-W - Silver, 38",Silver,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,364.09
"LL Mountain Frame - Black, 40",Black,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",249.79
"LL Mountain Frame - Silver, 40",Silver,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",264.05
Front Derailleur,Silver,Wide-link design.,91.49
LL Touring Handlebars,NA,Unique shape reduces fatigue for entry level riders.,46.09
HL Touring Handlebars,NA,A light yet stiff aluminum bar for long distance riding.,91.57
Front Brakes,Silver,All-weather brake pads; provides superior stopping by applying more surface to the rim.,106.5
LL Crankset,Black,Super rigid spindle.,175.49
ML Crankset,Black,High-strength crank arm.,256.49
HL Crankset,Black,Triple crankset; alumunim crank arm; flawless shifting.,404.99
Chain,Silver,Superior shifting performance.,20.24
"Touring-2000 Blue, 60",Blue,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",1214.85
"Touring-1000 Yellow, 46",Yellow,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,2384.07
"Touring-1000 Yellow, 50",Yellow,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,2384.07
"Touring-1000 Yellow, 54",Yellow,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,2384.07
"Touring-1000 Yellow, 60",Yellow,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,2384.07
"Touring-3000 Blue, 54",Blue,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",742.35
"Touring-3000 Blue, 58",Blue,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",742.35
"Touring-3000 Blue, 62",Blue,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",742.35
"Touring-3000 Yellow, 44",Yellow,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",742.35
"Touring-3000 Yellow, 50",Yellow,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",742.35
"Touring-3000 Yellow, 54",Yellow,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",742.35
"Touring-3000 Yellow, 58",Yellow,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",742.35
"Touring-3000 Yellow, 62",Yellow,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",742.35
"Touring-1000 Blue, 46",Blue,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,2384.07
"Touring-1000 Blue, 50",Blue,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,2384.07
"Touring-1000 Blue, 54",Blue,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,2384.07
"Touring-1000 Blue, 60",Blue,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,2384.07
"Touring-2000 Blue, 46",Blue,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",1214.85
"Touring-2000 Blue, 50",Blue,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",1214.85
"Touring-2000 Blue, 54",Blue,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",1214.85
"Road-350-W Yellow, 40",Yellow,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",1700.99
"Road-350-W Yellow, 42",Yellow,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",1700.99
"Road-350-W Yellow, 44",Yellow,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",1700.99
"Road-350-W Yellow, 48",Yellow,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",1700.99
"Road-750 Black, 58",Black,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,539.99
"Touring-3000 Blue, 44",Blue,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",742.35
"Touring-3000 Blue, 50",Blue,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",742.35
"Mountain-400-W Silver, 38",Silver,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",769.49
"Mountain-400-W Silver, 40",Silver,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",769.49
"Mountain-400-W Silver, 42",Silver,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",769.49
"Mountain-400-W Silver, 46",Silver,"This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",769.49
"Mountain-500 Silver, 40",Silver,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",564.99
"Mountain-500 Silver, 42",Silver,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",564.99
"Mountain-500 Silver, 44",Silver,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",564.99
"Mountain-500 Silver, 48",Silver,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",564.99
"Mountain-500 Silver, 52",Silver,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",564.99
"Mountain-500 Black, 40",Black,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",539.99
"Mountain-500 Black, 42",Black,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",539.99
"Mountain-500 Black, 44",Black,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",539.99
"Mountain-500 Black, 48",Black,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",539.99
"Mountain-500 Black, 52",Black,"Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",539.99
LL Bottom Bracket,NA,Chromoly steel.,53.99
ML Bottom Bracket,NA,Aluminum alloy cups; large diameter spindle.,101.24
HL Bottom Bracket,NA,Aluminum alloy cups and a hollow axle.,121.49
"Road-750 Black, 44",Black,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,539.99
"Road-750 Black, 48",Black,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,539.99
"Road-750 Black, 52",Black,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,539.99
